constituency,name,prdjf_obs,prdjf_proj,prjja_obs,prjja_proj,rx5day_obs,rx5day_proj,txx_obs,txx_proj,t_obs,t_proj
S14000066,Arbroath and Broughty Ferry,4.561814,5.7109184,19.208794,-1.4617686,9.940245,4.875229,1.4778544,0.5604019,0.6673792,0.7465787
S14000067,"Argyll, Bute and South Lochaber",21.101006,2.5526884,4.222982,-2.3257499,16.224817,3.0548623,0.45554352,0.5491315,0.6944229,0.71603817
S14000068,Bathgate and Linlithgow,19.73635,6.71661,20.380434,-2.209748,7.6879635,4.5092206,-0.0609684,0.64509964,0.8432908,0.7437186
S14000069,"Caithness, Sutherland and Easter Ross",24.976799,2.7383459,-1.4215008,0.07718065,14.81583,1.6896724,0.9241988,0.5465916,0.67124766,0.7549072
S14000070,Coatbridge and Bellshill,9.126466,5.2087026,13.104383,-2.0925388,0.30898395,4.2319193,-0.017318726,0.65654373,0.74192715,0.7433028
S14000071,Cowdenbeath and Kirkcaldy,24.188457,7.96443,23.992378,-0.76322097,12.504411,3.6890383,0.24497128,0.5312681,0.701159,0.7267842
S14000072,Cumbernauld and Kirkintilloch,13.379376,4.654339,16.969208,-2.355681,5.242797,4.9896317,-0.20436096,0.6517372,0.75224876,0.75098896
S14000073,Dumfries and Galloway,6.692676,2.8580136,9.863272,-3.1383135,3.228765,4.201231,0.7485945,0.6256156,0.7641125,0.7297629
S14000074,"Dumfriesshire, Clydesdale and Tweeddale",23.520927,2.8124082,15.014241,-2.8609138,14.431736,3.5330303,0.5149682,0.6868733,0.7795979,0.753517
S14000075,Dundee Central,8.023405,5.754895,19.961584,-1.3726479,16.410633,5.8394203,0.7029629,0.5755825,0.75841427,0.7630143
S14000076,Dunfermline and Dollar,25.295666,5.566375,22.182281,-2.6012294,13.503527,5.174385,0.034773827,0.5971632,0.756884,0.7514732
S14000077,East Kilbride and Strathaven,7.375898,4.3611283,9.608293,-2.131394,0.8278535,1.5110469,0.3963655,0.64088947,0.74768096,0.73962325
S14000078,Edinburgh East and Musselburgh,25.877783,9.9708395,22.79108,-0.92103314,13.232446,2.8056061,0.37431717,0.611496,0.5861139,0.7329426
S14000079,Edinburgh North and Leith,29.320744,9.297951,23.6897,-2.3659234,9.366984,2.6690564,0.25810623,0.6034317,0.61518764,0.7352042
S14000080,Edinburgh South,29.320744,9.297951,23.6897,-2.3659234,9.366984,2.6690564,0.25810623,0.6034317,0.61518764,0.7352042
S14000081,Edinburgh South West,31.10039,8.421305,24.284836,-1.8251536,7.086447,3.2177072,0.22044373,0.60264397,0.693264,0.73743343
S14000082,Edinburgh West,31.10039,8.421305,24.284836,-1.8251536,7.086447,3.2177072,0.22044373,0.60264397,0.693264,0.73743343
S14000083,Falkirk,14.197268,5.741463,18.670782,-2.6499674,7.6619105,4.664711,-0.14156914,0.660738,0.8254962,0.7466183
S14000084,Glasgow East,11.560278,5.203175,13.315513,-1.7162385,0.742583,4.7293644,-0.009571075,0.64531136,0.69177437,0.7419443
S14000085,Glasgow North,21.739527,4.021099,16.301697,-2.8495045,10.491552,5.796697,-0.2280922,0.6452236,0.6314535,0.7476144
S14000086,Glasgow North East,17.889849,4.315813,16.153313,-2.6172698,7.3098063,5.3438,-0.23177147,0.6525116,0.6784754,0.7503629
S14000087,Glasgow South,16.605268,5.096586,14.350194,-1.9121749,4.8534017,5.8596683,-0.0175457,0.6385021,0.63853264,0.7390981
S14000088,Glasgow South West,16.605268,5.096586,14.350194,-1.9121749,4.8534017,5.8596683,-0.0175457,0.6385021,0.63853264,0.7390981
S14000089,Glasgow West,21.739527,4.021099,16.301697,-2.8495045,10.491552,5.796697,-0.2280922,0.6452236,0.6314535,0.7476144
S14000090,Glenrothes and Mid Fife,17.896832,7.125926,22.406254,-2.3712907,16.281677,5.146738,0.37234688,0.54933167,0.6931586,0.74311304
S14000091,Gordon and Buchan,2.4468231,7.3872995,10.161908,-1.3207706,27.09098,2.328132,0.55083233,0.6093826,0.75842905,0.76086414
S14000092,Hamilton and Clyde Valley,4.3164463,5.280769,8.703349,-1.3478866,0.9334805,4.4717665,0.22846699,0.6669769,0.85724163,0.7428758
S14000093,Inverclyde and Renfrewshire West,23.600569,4.068186,10.162934,-1.766993,13.698384,5.4123344,0.3221035,0.5700016,0.63944626,0.728086
S14000094,"Inverness, Skye and West Ross-shire",18.67207,1.2999367,-1.9331499,0.29684895,10.244812,1.7613188,0.37481126,0.5528191,0.72282547,0.73974735
S14000095,Livingston,26.20517,6.8105392,21.827106,-1.7261829,9.529897,4.063332,0.25030595,0.6518871,0.8405833,0.74422294
S14000096,Lothian East,16.547276,9.268455,20.693115,-1.8733088,17.907963,3.3163512,0.72074074,0.55783683,0.6055045,0.7362628
S14000097,Mid Dunbartonshire,19.814688,4.168456,16.227505,-2.733387,8.90068,5.5702486,-0.22993183,0.6488676,0.65496445,0.7489886
S14000098,"Moray West, Nairn and Strathspey",10.745078,4.9249167,2.5151587,-0.31899402,16.780329,1.3279117,0.67363375,0.6520059,0.6458606,0.77254486
S14000099,"Motherwell, Wishaw and Carluke",9.536879,5.622423,16.064543,-2.252649,6.446025,4.196413,0.015298843,0.66789055,0.8742285,0.74354076
S14000100,North East Fife,8.633681,7.2044535,20.34923,-1.5097893,15.297266,5.79317,0.6271322,0.5263927,0.698325,0.7441639
S14000101,Paisley and Renfrewshire North,22.885046,4.0807414,14.808944,-2.6508071,12.913607,6.4576507,-0.17210388,0.6400547,0.6184454,0.7436805
S14000102,Paisley and Renfrewshire South,20.453817,3.6331546,11.352082,-2.3767061,9.018876,5.6503158,0.17119153,0.64236766,0.6114397,0.7374509
S14000103,Perth and Kinross-shire,22.052538,4.29695,19.549625,-2.1816893,22.418097,5.7464166,0.23254916,0.62111396,0.7097125,0.775319
S14000104,Rutherglen,10.343372,5.205939,13.209948,-1.9043887,0.5257835,4.480642,-0.0134449005,0.65092754,0.71685076,0.74262357
S14000105,Stirling and Strathallan,29.024113,2.2636664,17.190212,-1.8936561,25.294724,4.700422,-0.022791576,0.6357829,0.7001978,0.76846695
S14000106,West Dunbartonshire,25.493914,3.704137,14.751011,-2.5065727,16.642088,6.1616554,-0.09470558,0.62585515,0.6192188,0.7427061
S14000107,"Ayr, Carrick and Cumnock",10.9634905,4.801581,7.5467916,-3.5600426,3.0040767,1.8015782,0.9080213,0.62683743,0.74687666,0.7278939
S14000108,"Berwickshire, Roxburgh and Selkirk",21.453543,6.2519436,15.077643,-2.5540879,20.05703,2.0051005,0.6372276,0.68747985,0.75398767,0.75707674
S14000109,Central Ayrshire,17.457958,4.861746,9.693892,-4.307266,1.6322602,1.7081772,1.0157862,0.63026714,0.6597619,0.72287464
S14000110,Kilmarnock and Loudoun,13.250345,3.8702297,9.466265,-2.7618546,4.4753103,2.365019,0.700885,0.65862197,0.700918,0.7376405
S14000111,West Aberdeenshire and Kincardine,1.9202278,5.6931963,10.298609,-0.91402435,23.531546,4.460129,0.97202057,0.6513512,0.7205221,0.7818865
W07000081,Aberafan Maesteg,16.995161,5.546223,19.190744,-4.752117,18.733446,-1.5590372,0.7424164,0.92653847,0.63357735,0.748333
W07000082,Alyn and Deeside,4.934189,8.441473,12.534873,-2.8745837,-1.506291,3.07253,0.90667343,0.79175663,0.6828804,0.74544716
W07000083,Bangor Aberconwy,55.7232,6.440947,33.43193,-2.991101,49.133472,1.806477,0.9156485,0.755605,1.0967995,0.7352026
W07000084,Blaenau Gwent and Rhymney,16.280931,5.535934,11.194424,-2.5534623,17.28733,0.2863449,0.77298164,0.9477596,0.67426395,0.75557756
W07000085,"Brecon, Radnor and Cwm Tawe",21.16935,5.9614863,11.900218,-2.898923,20.645185,0.42752397,1.2582614,0.90541166,0.8034058,0.7505806
W07000086,Bridgend,18.079163,4.4085374,18.33114,-4.8663406,15.775597,-1.8829067,0.6963539,0.9106674,0.62510395,0.75055504
W07000087,Caerfyrddin,22.414112,4.990515,19.032387,-3.7255764,20.469566,0.18015292,0.9224832,0.93662274,0.7398693,0.740813
W07000088,Caerphilly,11.077025,5.3513327,11.26393,-2.3163173,9.256949,-1.0588067,0.23671722,0.9153538,0.5198431,0.7544136
W07000089,Cardiff East,11.077025,5.3513327,11.26393,-2.3163173,9.256949,-1.0588067,0.23671722,0.9153538,0.5198431,0.7544136
W07000090,Cardiff North,11.077025,5.3513327,11.26393,-2.3163173,9.256949,-1.0588067,0.23671722,0.9153538,0.5198431,0.7544136
W07000091,Cardiff South and Penarth,10.8461485,7.0021696,14.787004,-2.0011234,10.390238,1.6068376,0.3775711,0.8731308,0.50091743,0.7523174
W07000092,Cardiff West,13.573961,4.7317333,13.877048,-3.1513374,11.282282,-1.9977206,0.43870354,0.90693283,0.5541239,0.7524929
W07000093,Ceredigion Preseli,18.99612,6.8969703,18.85471,-3.522607,11.621291,2.4284158,1.0146052,0.8795608,0.77842003,0.7361923
W07000094,Clwyd East,9.805901,8.81581,7.4019732,-2.9257889,-2.5649056,2.052687,1.0151424,0.7277915,0.8907266,0.7415981
W07000095,Clwyd North,4.881976,9.232818,1.8448911,-2.847436,-2.8013978,1.2563199,0.96503925,0.71273136,0.93932486,0.7331939
W07000096,Dwyfor Meirionnydd,43.084473,5.3436203,29.697355,-3.8789418,40.07436,1.5354995,0.8931153,0.78556204,0.9923425,0.7378618
W07000097,Gower,17.026745,6.206122,20.258781,-3.9930084,20.621601,0.2971673,0.8039961,0.87492275,0.67292786,0.7426121
W07000098,Llanelli,23.537125,5.5850782,25.057121,-3.9107451,24.794033,-0.6600616,0.82666016,0.8904543,0.6937394,0.7427163
W07000099,Merthyr Tydfil and Aberdare,19.866814,4.0545597,14.362212,-2.9094908,19.882229,-2.2532713,0.7290039,0.92333347,0.6735635,0.75296336
W07000100,Mid and South Pembrokeshire,25.675423,5.684252,34.587803,-3.5785792,20.889837,1.4790817,0.8263728,0.86664325,0.6792248,0.7287013
W07000101,Monmouthshire,5.8117404,7.291559,5.8854203,-1.7074097,7.487197,2.0621936,0.85940045,0.9703151,0.58752716,0.7567601
W07000102,Montgomeryshire and Glyndwr,28.134789,6.358067,14.902378,-2.627508,22.585945,0.25622663,1.4422629,0.84409976,0.9438315,0.7508724
W07000103,Neath and Swansea East,18.650166,4.2564363,16.97848,-4.0935326,20.132088,-2.1605203,0.82639885,0.94110394,0.6751685,0.7452688
W07000104,Newport East,6.174971,7.3067164,8.000903,-1.5002841,3.5588508,1.835916,0.51315117,0.9026642,0.4947691,0.7576847
W07000105,Newport West and Islwyn,11.642548,5.544429,10.436353,-2.036945,9.307643,-0.3155556,0.4323578,0.9153795,0.5572047,0.7556615
W07000106,Pontypridd,13.573961,4.7317333,13.877048,-3.1513374,11.282282,-1.9977206,0.43870354,0.90693283,0.5541239,0.7524929
W07000107,Rhondda and Ogmore,18.757437,4.2142787,17.54671,-4.39064,16.92827,-2.093778,0.70703125,0.91259766,0.6394663,0.75088674
W07000108,Swansea West,16.128729,4.8412766,17.534456,-4.071349,19.535715,-1.7632859,0.8356762,0.93574524,0.6749096,0.7426338
W07000109,Torfaen,11.777202,5.7879176,9.309868,-1.8813664,11.048858,0.04947149,0.52965546,0.9571209,0.5857153,0.7569485
W07000110,Vale of Glamorgan,13.141431,6.5102386,18.56891,-3.6138756,12.167041,0.5414207,0.4999129,0.8940118,0.54865044,0.7493445
W07000111,Wrexham,5.220864,8.708984,10.17989,-2.9013674,-2.8341532,1.4776322,1.2527027,0.8132846,0.7469654,0.7502044
W07000112,Ynys Môn,16.00663,7.803167,16.061338,-3.216327,24.222092,3.1712506,0.62260246,0.64115876,0.96658057,0.7199621
